Country_Code,Year,Crime_Count,Crime_Type
BRB,2015,31.0,Homicide
BRB,2016,22.0,Homicide
BRB,2017,30.0,Homicide
BRB,2018,28.0,Homicide
BRB,2019,48.0,Homicide
BRB,2020,41.0,Homicide
BRB,2021,32.0,Homicide
BRB,2022,43.0,Homicide
BLR,1990,508.0,Homicide
BLR,1991,465.0,Homicide
BLR,1992,594.0,Homicide
BLR,1993,756.0,Homicide
BLR,1994,829.0,Homicide
BLR,1995,960.0,Homicide
BLR,1996,970.0,Homicide
BLR,1997,1021.0,Homicide
BLR,1998,1036.0,Homicide
BLR,1999,974.0,Homicide
BLR,2000,1013.0,Homicide
BLR,2001,969.0,Homicide
BLR,2002,989.0,Homicide
BLR,2007,649.0,Homicide
BLR,2008,552.0,Homicide
BLR,2009,487.0,Homicide
BLR,2010,401.0,Homicide
BLR,2011,373.0,Homicide
BLR,2012,340.0,Homicide
BLR,2013,333.0,Homicide
BLR,2014,340.0,Homicide
BLR,2015,326.0,Homicide
BLR,2016,307.0,Homicide
BLR,2017,240.0,Homicide
BLR,2018,226.0,Homicide
BLR,2019,225.0,Homicide
BEL,1990,103.672134,Homicide
BEL,1991,102.23224,Homicide
BEL,1992,120.95082,Homicide
BEL,1993,144.70901,Homicide
BEL,1994,120.0,Homicide
BEL,1995,142.0,Homicide
BEL,1996,120.0,Homicide
BEL,1997,145.0,Homicide
BEL,2000,212.0,Homicide
BEL,2001,282.0,Homicide
BEL,2002,319.0,Homicide
BEL,2021,125.0,Homicide
BLZ,2000,41.0,Homicide
BLZ,2001,64.0,Homicide
BLZ,2002,87.0,Homicide
BLZ,2003,67.0,Homicide
BLZ,2004,79.0,Homicide
BLZ,2005,81.0,Homicide
BLZ,2006,92.0,Homicide
BLZ,2007,97.0,Homicide
BLZ,2008,103.0,Homicide
BLZ,2009,97.0,Homicide
BLZ,2010,129.0,Homicide
BLZ,2011,124.0,Homicide
BLZ,2012,145.0,Homicide
BLZ,2013,99.0,Homicide
BLZ,2014,123.0,Homicide
BLZ,2015,119.0,Homicide
BLZ,2016,138.0,Homicide
BLZ,2017,142.0,Homicide
BLZ,2018,143.0,Homicide
BLZ,2019,134.0,Homicide
BLZ,2020,102.0,Homicide
BLZ,2021,125.0,Homicide
BLZ,2022,113.0,Homicide
BMU,1990,1.0,Homicide
BMU,1991,3.0,Homicide
BMU,1992,1.0,Homicide
BMU,1993,3.0,Homicide
BMU,1994,6.0,Homicide
BMU,1996,4.0,Homicide
BMU,1997,2.0,Homicide
BMU,1998,0.0,Homicide
BMU,1999,2.0,Homicide
BMU,2000,0.0,Homicide
BMU,2001,3.0,Homicide
BMU,2002,1.0,Homicide
BMU,2003,2.0,Homicide
BMU,2004,1.0,Homicide
BMU,2005,2.0,Homicide
BMU,2006,3.0,Homicide
BMU,2007,3.0,Homicide
BMU,2008,5.0,Homicide
BMU,2009,6.0,Homicide
BMU,2010,7.0,Homicide
BMU,2011,8.0,Homicide
BMU,2012,6.0,Homicide
BMU,2013,5.0,Homicide
BMU,2014,4.0,Homicide
BMU,2015,4.0,Homicide
BMU,2016,8.0,Homicide
BMU,2017,5.0,Homicide
BMU,2018,5.0,Homicide
BMU,2019,0.0,Homicide
BMU,2020,7.0,Homicide
BMU,2021,7.0,Homicide
BMU,2022,9.0,Homicide
BMU,2023,4.0,Homicide
BTN,1990,20.0,Homicide
BTN,1991,12.0,Homicide
BTN,1992,27.0,Homicide
BTN,1993,19.0,Homicide
BTN,1994,20.0,Homicide
BTN,1995,16.0,Homicide
BTN,1996,12.0,Homicide
BTN,1997,7.0,Homicide
BTN,1998,11.0,Homicide
BTN,1999,13.0,Homicide
BTN,2000,18.0,Homicide
BTN,2001,19.0,Homicide
BTN,2002,19.0,Homicide
BTN,2003,5.0,Homicide
BTN,2004,15.0,Homicide
BTN,2005,11.0,Homicide
BTN,2006,9.0,Homicide
BTN,2007,14.0,Homicide
BTN,2008,18.0,Homicide
BTN,2009,16.0,Homicide
BTN,2010,16.0,Homicide
BTN,2011,32.0,Homicide
BTN,2012,33.0,Homicide
BTN,2013,24.0,Homicide
BTN,2015,12.0,Homicide
BTN,2016,9.0,Homicide
BTN,2017,13.0,Homicide
BTN,2018,9.0,Homicide
BTN,2019,8.0,Homicide
BTN,2020,19.0,Homicide
BOL,2015,543.0,Homicide
BOL,2016,642.0,Homicide
BOL,2017,747.0,Homicide
BOL,2018,574.0,Homicide
BOL,2019,497.0,Homicide
BOL,2020,428.0,Homicide
BOL,2021,418.0,Homicide
BOL,2022,485.0,Homicide
BOL,2023,541.0,Homicide
BIH,1990,73.0,Homicide
BIH,2000,99.0,Homicide
BIH,2001,82.0,Homicide
BIH,2002,90.0,Homicide
BIH,2004,68.0,Homicide
BIH,2007,66.0,Homicide
BIH,2008,66.0,Homicide
BIH,2009,71.0,Homicide
BIH,2010,56.0,Homicide
BIH,2011,51.0,Homicide
BIH,2012,63.0,Homicide
BIH,2013,46.0,Homicide
BIH,2014,50.0,Homicide
BIH,2015,57.0,Homicide
BIH,2016,45.0,Homicide
BIH,2017,42.0,Homicide
BIH,2018,39.0,Homicide
BIH,2019,42.0,Homicide
BIH,2020,43.0,Homicide
BIH,2021,32.0,Homicide
BIH,2022,35.0,Homicide
BIH,2023,39.0,Homicide
BWA,2001,213.0,Homicide
BWA,2002,255.0,Homicide
BWA,2003,312.0,Homicide
BWA,2004,259.0,Homicide
BWA,2005,291.0,Homicide
BWA,2006,261.0,Homicide
BWA,2007,280.0,Homicide
BWA,2008,281.0,Homicide
BWA,2009,289.0,Homicide
BWA,2010,303.0,Homicide
BWA,2020,221.0,Homicide
BWA,2021,273.0,Homicide
BRA,1990,29301.19,Homicide
BRA,1991,28148.473,Homicide
BRA,1992,25966.84,Homicide
BRA,1993,28012.752,Homicide
BRA,1994,29851.412,Homicide
BRA,1995,34000.09,Homicide
BRA,1996,38894.0,Homicide
BRA,1997,40507.0,Homicide
BRA,1998,41950.0,Homicide
BRA,1999,42914.0,Homicide
BRA,2000,45375.0,Homicide
BRA,2001,47955.0,Homicide
BRA,2002,49710.0,Homicide
BRA,2003,51064.0,Homicide
BRA,2004,48394.0,Homicide
BRA,2005,47593.0,Homicide
BRA,2006,49165.0,Homicide
BRA,2007,47731.0,Homicide
BRA,2008,50135.0,Homicide
BRA,2009,51461.0,Homicide
BRA,2010,52289.0,Homicide
BRA,2011,52233.0,Homicide
BRA,2012,56388.0,Homicide
BRA,2013,56845.0,Homicide
BRA,2014,59733.0,Homicide
BRA,2015,58184.0,Homicide
BRA,2016,61208.0,Homicide
BRA,2017,63788.0,Homicide
BRA,2018,55980.0,Homicide
BRA,2019,44073.0,Homicide
BRA,2020,47722.0,Homicide
BRA,2021,45562.0,Homicide
BRA,2022,44367.0,Homicide
BRA,2023,43443.0,Homicide
BRN,1996,9.0,Homicide
BRN,1997,8.0,Homicide
BRN,1998,4.0,Homicide
BRN,1999,4.0,Homicide
BRN,2000,4.0,Homicide
BRN,2003,3.0,Homicide
BRN,2004,2.0,Homicide
BRN,2005,2.0,Homicide
BRN,2006,3.0,Homicide
BRN,2007,3.0,Homicide
BRN,2008,1.0,Homicide
BRN,2009,3.0,Homicide
BRN,2010,1.0,Homicide
BRN,2011,1.0,Homicide
BRN,2012,4.0,Homicide
BRN,2013,2.0,Homicide
BGR,1990,227.0,Homicide
BGR,1991,375.0,Homicide
BGR,1992,462.0,Homicide
BGR,1993,490.0,Homicide
BGR,1994,492.0,Homicide
BGR,1995,494.0,Homicide
BGR,1996,438.0,Homicide
BGR,1997,398.0,Homicide
BGR,1998,381.0,Homicide
BGR,1999,327.0,Homicide
BGR,2000,332.0,Homicide
BGR,2001,308.0,Homicide
BGR,2002,255.0,Homicide
BGR,2003,247.0,Homicide
BGR,2004,244.0,Homicide
BGR,2005,199.0,Homicide
BGR,2006,186.0,Homicide
BGR,2007,177.0,Homicide
BGR,2008,172.0,Homicide
BGR,2009,150.0,Homicide
BGR,2010,148.0,Homicide
BGR,2011,128.0,Homicide
BGR,2012,141.0,Homicide
BGR,2013,109.0,Homicide
BGR,2014,112.0,Homicide
BGR,2015,126.0,Homicide
BGR,2016,79.0,Homicide
BGR,2017,103.0,Homicide
BGR,2018,92.0,Homicide
BGR,2019,83.0,Homicide
BGR,2020,69.0,Homicide
BGR,2021,89.0,Homicide
BGR,2022,76.0,Homicide
BGR,2023,74.0,Homicide
BDI,2012,500.0,Homicide
BDI,2013,520.0,Homicide
BDI,2014,564.0,Homicide
BDI,2015,461.0,Homicide
BDI,2016,635.0,Homicide
KHM,1992,429.0,Homicide
KHM,1993,599.0,Homicide
KHM,1994,303.0,Homicide
KHM,1995,397.0,Homicide
KHM,1996,542.0,Homicide
KHM,1997,317.0,Homicide
KHM,1998,793.0,Homicide
KHM,1999,581.0,Homicide
KHM,2000,571.0,Homicide
KHM,2001,407.0,Homicide
KHM,2002,425.0,Homicide
KHM,2003,509.0,Homicide
KHM,2004,511.0,Homicide
KHM,2005,448.0,Homicide
KHM,2006,400.0,Homicide
KHM,2007,393.0,Homicide
KHM,2008,333.0,Homicide
KHM,2009,331.0,Homicide
KHM,2010,331.0,Homicide
KHM,2011,268.0,Homicide
CMR,2000,459.0,Homicide
CMR,2001,755.0,Homicide
CMR,2002,1031.0,Homicide
CMR,2003,1002.0,Homicide
CMR,2008,776.0,Homicide
CMR,2009,1277.0,Homicide
CMR,2010,999.0,Homicide
CMR,2011,835.0,Homicide
CMR,2012,880.0,Homicide
CMR,2015,861.0,Homicide
CMR,2016,787.0,Homicide
CMR,2017,1004.0,Homicide
CMR,2020,1202.0,Homicide
CMR,2022,1868.0,Homicide
CAN,1990,657.0,Homicide
CAN,1991,754.0,Homicide
CAN,1992,733.0,Homicide
CAN,1993,626.0,Homicide
CAN,1994,596.0,Homicide
CAN,1995,587.0,Homicide
CAN,1996,634.0,Homicide
CAN,1997,586.0,Homicide
CAN,1998,559.0,Homicide
CAN,1999,539.0,Homicide
CAN,2000,546.0,Homicide
CAN,2001,554.0,Homicide
CAN,2002,582.0,Homicide
CAN,2003,549.0,Homicide
CAN,2004,625.0,Homicide
CAN,2005,664.0,Homicide
CAN,2006,608.0,Homicide
CAN,2007,597.0,Homicide
CAN,2008,614.0,Homicide
CAN,2009,610.0,Homicide
CAN,2010,557.0,Homicide
CAN,2011,609.0,Homicide
CAN,2012,549.0,Homicide
CAN,2013,509.0,Homicide
CAN,2014,525.0,Homicide
CAN,2015,611.0,Homicide
CAN,2016,616.0,Homicide
CAN,2017,665.0,Homicide
CAN,2018,662.0,Homicide
CAN,2019,689.0,Homicide
CAN,2020,765.0,Homicide
CAN,2021,801.0,Homicide
CAN,2022,882.0,Homicide
CAN,2023,778.0,Homicide
CPV,2003,15.0,Homicide
CPV,2004,21.0,Homicide
CPV,2005,44.0,Homicide
CPV,2006,35.0,Homicide
CPV,2013,54.0,Homicide
CPV,2014,65.0,Homicide
CPV,2015,46.0,Homicide
CPV,2016,62.0,Homicide
CPV,2017,38.0,Homicide
CPV,2018,31.0,Homicide
CPV,2019,33.0,Homicide
CPV,2020,36.0,Homicide
CYM,2006,1.0,Homicide
CYM,2007,2.0,Homicide
CYM,2008,4.0,Homicide
CYM,2009,8.0,Homicide
CYM,2010,9.0,Homicide
CYM,2013,5.0,Homicide
CYM,2014,5.0,Homicide
CYM,2017,3.0,Homicide
CYM,2018,7.0,Homicide
CYM,2019,2.0,Homicide
CYM,2020,3.0,Homicide
CHL,2003,513.0,Homicide
CHL,2005,576.0,Homicide
CHL,2006,590.0,Homicide
CHL,2007,616.0,Homicide
CHL,2008,588.0,Homicide
CHL,2009,630.0,Homicide
CHL,2010,541.0,Homicide
CHL,2011,636.0,Homicide
CHL,2012,434.0,Homicide
CHL,2013,556.0,Homicide
CHL,2014,438.0,Homicide
CHL,2015,419.0,Homicide
CHL,2016,620.0,Homicide
CHL,2017,779.0,Homicide
CHL,2018,825.0,Homicide
CHL,2019,924.0,Homicide
CHL,2020,1115.0,Homicide
CHL,2021,906.0,Homicide
CHL,2022,1330.0,Homicide
CHL,2023,1248.0,Homicide
CHN,1995,27356.0,Homicide
CHN,1996,25411.0,Homicide
CHN,1997,26070.0,Homicide
CHN,2002,26276.0,Homicide
CHN,2003,24393.0,Homicide
CHN,2004,24711.0,Homicide
CHN,2005,20770.0,Homicide
CHN,2006,17973.0,Homicide
CHN,2007,16119.0,Homicide
CHN,2008,14811.0,Homicide
CHN,2009,14667.0,Homicide
CHN,2010,13410.0,Homicide
CHN,2011,12015.0,Homicide
CHN,2012,11286.0,Homicide
CHN,2013,10640.0,Homicide
CHN,2014,10083.0,Homicide
CHN,2015,9200.0,Homicide
CHN,2016,8634.0,Homicide
CHN,2017,7990.0,Homicide
CHN,2018,7525.0,Homicide
CHN,2019,7379.0,Homicide
CHN,2020,7157.0,Homicide
COL,1990,24330.0,Homicide
COL,1991,28424.0,Homicide
COL,1992,28184.0,Homicide
COL,1993,28441.0,Homicide
COL,1994,27079.0,Homicide
COL,1995,22321.0,Homicide
COL,1996,23350.0,Homicide
COL,1997,23200.0,Homicide
COL,1998,23089.0,Homicide
COL,1999,24355.0,Homicide
COL,2000,26539.0,Homicide
COL,2001,27840.0,Homicide
COL,2002,28387.0,Homicide
COL,2003,23523.0,Homicide
COL,2004,20210.0,Homicide
COL,2005,18111.0,Homicide
COL,2006,17479.0,Homicide
COL,2007,17198.0,Homicide
COL,2008,16140.0,Homicide
COL,2009,15817.0,Homicide
COL,2010,15459.0,Homicide
COL,2011,16127.0,Homicide
COL,2012,16440.0,Homicide
COL,2013,15422.0,Homicide
COL,2014,13343.0,Homicide
COL,2015,12783.0,Homicide
COL,2016,12402.0,Homicide
COL,2017,12298.0,Homicide
COL,2018,11678.0,Homicide
COL,2019,11678.0,Homicide
COL,2020,11464.0,Homicide
COL,2021,13094.0,Homicide
COL,2022,12908.0,Homicide
COL,2023,13035.0,Homicide
CRI,1990,139.0,Homicide
CRI,1991,132.0,Homicide
CRI,1992,160.0,Homicide
CRI,1993,160.0,Homicide
CRI,1994,182.0,Homicide
CRI,1995,184.0,Homicide
CRI,1996,189.0,Homicide
CRI,1997,210.0,Homicide
CRI,1998,224.0,Homicide
CRI,1999,245.0,Homicide
CRI,2000,249.0,Homicide
CRI,2001,257.0,Homicide
CRI,2002,258.0,Homicide
CRI,2003,300.0,Homicide
CRI,2004,280.0,Homicide
CRI,2005,335.0,Homicide
CRI,2006,351.0,Homicide
CRI,2007,369.0,Homicide
CRI,2008,512.0,Homicide
CRI,2009,525.0,Homicide
CRI,2010,527.0,Homicide
CRI,2011,474.0,Homicide
CRI,2012,407.0,Homicide
CRI,2013,411.0,Homicide
CRI,2014,477.0,Homicide
CRI,2015,557.0,Homicide
CRI,2016,578.0,Homicide
CRI,2017,603.0,Homicide
CRI,2018,585.0,Homicide
CRI,2019,563.0,Homicide
CRI,2020,570.0,Homicide
CRI,2021,588.0,Homicide
CRI,2022,656.0,Homicide
CRI,2023,906.0,Homicide
HRV,1990,137.0,Homicide
HRV,1991,437.0,Homicide
HRV,1992,387.0,Homicide
HRV,1993,218.0,Homicide
HRV,1994,143.0,Homicide
HRV,1995,166.0,Homicide
HRV,1996,122.0,Homicide
HRV,1997,118.0,Homicide
HRV,1998,105.0,Homicide
HRV,1999,111.0,Homicide
HRV,2000,101.0,Homicide
HRV,2001,81.0,Homicide
HRV,2002,73.0,Homicide
HRV,2003,69.0,Homicide
HRV,2004,83.0,Homicide
HRV,2005,68.0,Homicide
HRV,2006,74.0,Homicide
HRV,2007,62.0,Homicide
HRV,2008,71.0,Homicide
HRV,2009,49.0,Homicide
HRV,2010,62.0,Homicide
HRV,2011,49.0,Homicide
HRV,2012,51.0,Homicide
HRV,2013,46.0,Homicide
HRV,2014,36.0,Homicide
HRV,2015,37.0,Homicide
HRV,2016,44.0,Homicide
HRV,2017,46.0,Homicide
HRV,2018,24.0,Homicide
HRV,2019,33.0,Homicide
HRV,2020,40.0,Homicide
HRV,2021,33.0,Homicide
HRV,2022,31.0,Homicide
HRV,2023,26.0,Homicide
CUW,2001,10.0,Homicide
CUW,2002,39.0,Homicide
CUW,2003,43.0,Homicide
CUW,2004,41.0,Homicide
CUW,2005,26.0,Homicide
CUW,2006,18.0,Homicide
CUW,2007,26.0,Homicide
CYP,1990,5.0,Homicide
CYP,1991,1.0,Homicide
CYP,1992,2.0,Homicide
CYP,1993,5.0,Homicide
CYP,1994,7.0,Homicide
CYP,1995,9.0,Homicide
CYP,1996,10.0,Homicide
CYP,1997,6.0,Homicide
CYP,1998,7.0,Homicide
CYP,1999,10.0,Homicide
CYP,2000,8.0,Homicide
CYP,2001,7.0,Homicide
CYP,2002,2.0,Homicide
CYP,2004,16.0,Homicide
CYP,2005,20.0,Homicide
CYP,2006,15.0,Homicide
CYP,2007,13.0,Homicide
CYP,2008,9.0,Homicide
CYP,2009,19.0,Homicide
CYP,2010,8.0,Homicide
CYP,2011,9.0,Homicide
CYP,2012,22.0,Homicide
CYP,2013,12.0,Homicide
CYP,2014,11.0,Homicide
CYP,2015,15.0,Homicide
CYP,2016,13.0,Homicide
CYP,2017,7.0,Homicide
CYP,2018,15.0,Homicide
CYP,2019,15.0,Homicide
CYP,2020,15.0,Homicide
CYP,2021,16.0,Homicide
CYP,2022,8.0,Homicide
CYP,2023,11.0,Homicide
CYP,2024,13.0,Homicide
CZE,1994,207.0,Homicide
CZE,1995,176.0,Homicide
CZE,1996,173.0,Homicide
CZE,1997,187.0,Homicide
CZE,1998,174.0,Homicide
CZE,1999,172.0,Homicide
CZE,2000,191.0,Homicide
CZE,2001,135.0,Homicide
CZE,2002,139.0,Homicide
CZE,2003,163.0,Homicide
CZE,2004,134.0,Homicide
CZE,2005,108.0,Homicide
CZE,2006,130.0,Homicide
CZE,2007,126.0,Homicide
CZE,2008,114.0,Homicide
CZE,2009,94.0,Homicide
CZE,2010,103.0,Homicide
CZE,2011,86.0,Homicide
CZE,2012,105.0,Homicide
CZE,2013,90.0,Homicide
CZE,2014,81.0,Homicide
CZE,2015,88.0,Homicide
CZE,2016,65.0,Homicide
CZE,2017,66.0,Homicide
CZE,2019,91.0,Homicide
CZE,2020,77.0,Homicide
CZE,2021,47.0,Homicide
CZE,2022,87.0,Homicide
CZE,2023,83.0,Homicide
DNK,1990,41.0,Homicide
DNK,1991,68.0,Homicide
DNK,1992,62.0,Homicide
DNK,1993,71.0,Homicide
DNK,1994,75.0,Homicide
DNK,1995,59.0,Homicide
DNK,1996,68.0,Homicide
DNK,1997,88.0,Homicide
DNK,1998,49.0,Homicide
DNK,1999,52.0,Homicide
DNK,2000,58.0,Homicide
DNK,2001,52.0,Homicide
DNK,2002,48.0,Homicide
DNK,2010,42.0,Homicide
DNK,2011,46.0,Homicide
DNK,2012,47.0,Homicide
DNK,2013,48.0,Homicide
DNK,2014,74.0,Homicide
DNK,2015,62.0,Homicide
DNK,2016,56.0,Homicide
DNK,2017,71.0,Homicide
DNK,2018,58.0,Homicide
DNK,2019,50.0,Homicide
DNK,2020,48.0,Homicide
DNK,2021,37.0,Homicide
DNK,2022,58.0,Homicide
DNK,2023,50.0,Homicide
DMA,1998,9.0,Homicide
DMA,1999,7.0,Homicide
DMA,2000,2.0,Homicide
DMA,2001,1.0,Homicide
DMA,2002,9.0,Homicide
DMA,2003,8.0,Homicide
DMA,2004,8.0,Homicide
DMA,2005,8.0,Homicide
DMA,2006,5.0,Homicide
DMA,2007,7.0,Homicide
DMA,2008,7.0,Homicide
DMA,2009,13.0,Homicide
DMA,2010,15.0,Homicide
DMA,2011,6.0,Homicide
DMA,2014,9.0,Homicide
DMA,2015,9.0,Homicide
DMA,2016,16.0,Homicide
DMA,2017,19.0,Homicide
DMA,2018,13.0,Homicide
DMA,2019,13.0,Homicide
DMA,2020,15.0,Homicide
DMA,2021,10.0,Homicide
DMA,2022,19.0,Homicide
DOM,1991,908.0,Homicide
DOM,1992,807.0,Homicide
DOM,1993,930.0,Homicide
DOM,1994,1005.0,Homicide
DOM,1995,1007.0,Homicide
DOM,1996,1032.0,Homicide
DOM,1997,1038.0,Homicide
DOM,1998,1121.0,Homicide
DOM,1999,1066.0,Homicide
DOM,2000,1210.0,Homicide
DOM,2001,1095.0,Homicide
DOM,2002,1279.0,Homicide
DOM,2003,1902.0,Homicide
DOM,2004,2239.0,Homicide
DOM,2005,2394.0,Homicide
DOM,2006,2144.0,Homicide
DOM,2007,2111.0,Homicide
DOM,2008,2394.0,Homicide
DOM,2009,2375.0,Homicide
DOM,2010,2474.0,Homicide
DOM,2011,2513.0,Homicide
DOM,2012,2268.0,Homicide
DOM,2013,1978.0,Homicide
DOM,2014,1810.0,Homicide
DOM,2016,1616.0,Homicide
DOM,2017,1216.0,Homicide
DOM,2018,1068.0,Homicide
DOM,2019,1026.0,Homicide
DOM,2020,961.0,Homicide
DOM,2021,1172.0,Homicide
DOM,2022,1389.0,Homicide
DOM,2023,1237.0,Homicide
TLS,2004,23.0,Homicide
TLS,2005,46.0,Homicide
TLS,2006,49.0,Homicide
TLS,2007,62.0,Homicide
TLS,2008,35.0,Homicide
TLS,2009,32.0,Homicide
TLS,2010,39.0,Homicide
TLS,2015,49.0,Homicide
ECU,1990,892.0,Homicide
ECU,1991,1153.0,Homicide
ECU,1992,935.0,Homicide
ECU,1993,926.0,Homicide
ECU,1994,1139.0,Homicide
ECU,1995,1372.1305,Homicide
ECU,1996,1462.6499,Homicide
ECU,1997,1316.5642,Homicide
ECU,1998,1642.7925,Homicide
ECU,1999,1682.0,Homicide
ECU,2000,1833.0,Homicide
ECU,2001,1658.0,Homicide
ECU,2002,1906.0,Homicide
ECU,2007,2273.0,Homicide
ECU,2008,2607.0,Homicide
ECU,2009,2625.0,Homicide
ECU,2010,2624.0,Homicide
ECU,2011,2343.0,Homicide
ECU,2012,1922.0,Homicide
ECU,2013,1725.0,Homicide
ECU,2014,1310.0,Homicide
ECU,2015,1050.0,Homicide
ECU,2016,959.0,Homicide
ECU,2017,970.0,Homicide
ECU,2018,994.0,Homicide
ECU,2019,1187.0,Homicide
ECU,2020,1372.0,Homicide
ECU,2021,2496.0,Homicide
ECU,2022,4886.0,Homicide
ECU,2023,8221.0,Homicide
EGY,1990,269.0,Homicide
EGY,1991,288.0,Homicide
EGY,1992,276.0,Homicide
EGY,1993,244.0,Homicide
EGY,1994,231.0,Homicide
EGY,2003,471.0,Homicide
EGY,2004,322.0,Homicide
EGY,2005,522.0,Homicide
EGY,2006,549.0,Homicide
EGY,2007,680.0,Homicide
EGY,2008,967.0,Homicide
EGY,2009,912.0,Homicide
EGY,2010,1839.0,Homicide
EGY,2011,2703.0,Homicide
EGY,2012,2207.0,Homicide
EGY,2014,2890.0,Homicide
EGY,2015,1711.0,Homicide
EGY,2016,1532.0,Homicide
EGY,2017,1360.0,Homicide
SLV,1994,7673.0,Homicide
SLV,1995,7977.0,Homicide
SLV,1996,6792.0,Homicide
SLV,1997,6573.0,Homicide
SLV,1998,5584.0,Homicide
SLV,1999,3845.0,Homicide
SLV,2000,3551.0,Homicide
SLV,2001,3590.0,Homicide
SLV,2002,2835.0,Homicide
SLV,2003,3356.0,Homicide
SLV,2004,3897.0,Homicide
SLV,2005,3882.0,Homicide
SLV,2006,3927.0,Homicide
SLV,2007,3497.0,Homicide
SLV,2008,3179.0,Homicide
SLV,2009,4382.0,Homicide
SLV,2010,3987.0,Homicide
SLV,2011,4371.0,Homicide
SLV,2012,2594.0,Homicide
SLV,2013,2513.0,Homicide
SLV,2014,3921.0,Homicide
SLV,2015,6656.0,Homicide
SLV,2016,5276.0,Homicide
SLV,2017,3962.0,Homicide
SLV,2018,3346.0,Homicide
SLV,2019,2398.0,Homicide
SLV,2020,1341.0,Homicide
SLV,2021,1085.0,Homicide
SLV,2022,496.0,Homicide
EST,1990,118.0,Homicide
EST,1991,119.0,Homicide
EST,1992,217.0,Homicide
EST,1993,282.0,Homicide
EST,1994,302.0,Homicide
EST,1995,246.0,Homicide
EST,1996,214.0,Homicide
EST,1997,178.0,Homicide
EST,1998,196.0,Homicide
EST,1999,157.0,Homicide
EST,2000,143.0,Homicide
EST,2001,137.0,Homicide
EST,2002,142.0,Homicide
EST,2007,96.0,Homicide
EST,2008,86.0,Homicide
EST,2009,70.0,Homicide
EST,2010,70.0,Homicide
EST,2011,65.0,Homicide
EST,2012,63.0,Homicide
EST,2013,52.0,Homicide
EST,2014,41.0,Homicide
EST,2015,45.0,Homicide
EST,2016,33.0,Homicide
EST,2017,29.0,Homicide
EST,2018,28.0,Homicide
EST,2019,26.0,Homicide
EST,2020,42.0,Homicide
EST,2021,26.0,Homicide
EST,2022,20.0,Homicide
EST,2023,21.0,Homicide
SWZ,1990,163.0,Homicide
SWZ,1991,170.0,Homicide
SWZ,1992,174.0,Homicide
SWZ,1993,174.0,Homicide
SWZ,1994,152.0,Homicide
SWZ,1998,165.0,Homicide
SWZ,1999,114.0,Homicide
SWZ,2000,128.0,Homicide
SWZ,2001,184.0,Homicide
SWZ,2002,134.0,Homicide
SWZ,2003,135.0,Homicide
SWZ,2004,146.0,Homicide
SWZ,2005,139.0,Homicide
SWZ,2006,127.0,Homicide
SWZ,2007,121.0,Homicide
SWZ,2008,217.0,Homicide
SWZ,2009,187.0,Homicide
SWZ,2010,208.0,Homicide
SWZ,2011,172.0,Homicide
SWZ,2012,104.0,Homicide
SWZ,2013,102.0,Homicide
SWZ,2014,118.0,Homicide
SWZ,2015,112.0,Homicide
SWZ,2016,116.0,Homicide
SWZ,2017,130.0,Homicide
SWZ,2021,151.0,Homicide
ETH,2012,8153.0,Homicide
FJI,1990,32.0,Homicide
FJI,1991,17.0,Homicide
FJI,1992,26.0,Homicide
FJI,1993,15.0,Homicide
FJI,1994,35.0,Homicide
FJI,1995,24.0,Homicide
FJI,1996,13.0,Homicide
FJI,1997,13.0,Homicide
FJI,2003,25.0,Homicide
FJI,2004,23.0,Homicide
FJI,2005,23.0,Homicide
FJI,2006,22.0,Homicide
FJI,2007,21.0,Homicide
FJI,2008,17.0,Homicide
FJI,2009,29.0,Homicide
FJI,2010,20.0,Homicide
FJI,2011,20.0,Homicide
FJI,2012,20.0,Homicide
FJI,2013,19.0,Homicide
FJI,2014,20.0,Homicide
FJI,2020,27.0,Homicide
FJI,2021,16.0,Homicide
FJI,2022,36.0,Homicide
FJI,2023,19.0,Homicide
FIN,1990,152.0,Homicide
FIN,1991,154.0,Homicide
FIN,1992,156.0,Homicide
FIN,1993,130.0,Homicide
FIN,1994,147.0,Homicide
FIN,1995,146.0,Homicide
FIN,1996,153.0,Homicide
FIN,1997,139.0,Homicide
FIN,1998,113.0,Homicide
FIN,1999,143.0,Homicide
FIN,2000,148.0,Homicide
FIN,2001,156.0,Homicide
FIN,2002,132.0,Homicide
FIN,2003,103.0,Homicide
FIN,2004,148.0,Homicide
FIN,2005,119.0,Homicide
FIN,2006,119.0,Homicide
FIN,2007,129.0,Homicide
FIN,2008,133.0,Homicide
FIN,2009,120.0,Homicide
FIN,2010,118.0,Homicide
FIN,2011,110.0,Homicide
FIN,2012,89.0,Homicide
FIN,2013,89.0,Homicide
FIN,2014,88.0,Homicide
FIN,2015,82.0,Homicide
FIN,2016,74.0,Homicide
FIN,2017,67.0,Homicide
FIN,2018,88.0,Homicide
FIN,2019,81.0,Homicide
FIN,2020,97.0,Homicide
FIN,2021,71.0,Homicide
FIN,2022,69.0,Homicide
FIN,2023,55.0,Homicide
FRA,1990,1355.0,Homicide
FRA,1991,1355.0,Homicide
FRA,1992,1342.0,Homicide
FRA,1993,1519.0,Homicide
FRA,1994,1406.0,Homicide
FRA,1995,1336.0,Homicide
FRA,1996,1171.0,Homicide
FRA,1997,963.0,Homicide
FRA,1998,961.0,Homicide
